order_item_id,order_id,product_id,quantity,unit_price,subtotal
414,134,72,4,119.47,477.88
415,135,91,2,267.41,534.82
416,135,83,3,248.56,745.68
417,135,12,2,458.36,916.72
418,135,63,5,228.34,1141.7
419,135,12,5,458.36,2291.8
420,136,29,5,201.64,1008.2
421,136,15,5,271.65,1358.25
422,136,51,3,68.81,206.43
423,136,37,3,344.56,1033.68
424,137,61,2,137.94,275.88
425,138,24,1,124.22,124.22
426,138,43,5,471.99,2359.95
427,138,27,5,199.62,998.1
428,138,39,1,73.96,73.96
429,138,36,2,256.3,512.6
430,139,45,1,60.95,60.95
431,139,51,3,68.81,206.43
432,140,17,5,208.38,1041.9
433,140,77,4,338.32,1353.28
434,140,28,5,338.73,1693.65
435,140,33,2,465.91,931.82
436,141,47,2,195.47,390.94
437,142,42,5,495.44,2477.2
438,142,27,3,199.62,598.86
439,142,4,1,387.21,387.21
440,142,67,1,129.58,129.58
441,142,87,5,499.61,2498.05
442,143,7,4,494.45,1977.8
443,143,17,2,208.38,416.76
444,143,32,5,27.18,135.9
445,144,87,4,499.61,1998.44
446,144,44,5,275.97,1379.85
447,144,94,3,25.54,76.62
448,144,71,3,228.07,684.21
449,145,29,2,201.64,403.28
450,145,89,4,33.05,132.2
451,146,61,1,137.94,137.94
452,147,63,3,228.34,685.02
453,147,33,5,465.91,2329.55
454,147,44,3,275.97,827.91
455,148,26,4,422.35,1689.4
456,148,60,3,285.16,855.48
457,148,41,1,129.84,129.84
458,148,25,2,219.41,438.82
459,148,90,3,495.83,1487.49
460,149,39,5,73.96,369.8
461,149,30,2,79.6,159.2
462,149,75,3,54.82,164.46
463,149,32,4,27.18,108.72
464,150,94,4,25.54,102.16
465,150,26,2,422.35,844.7
466,150,12,2,458.36,916.72
467,150,99,5,300.02,1500.1
468,150,94,1,25.54,25.54
469,151,58,4,125.93,503.72
470,151,72,2,119.47,238.94
471,152,66,4,484.65,1938.6
472,152,20,3,468.19,1404.57
473,152,51,1,68.81,68.81
474,153,48,4,90.18,360.72
475,154,23,3,374.08,1122.24
476,154,98,4,497.8,1991.2
477,154,54,2,459.5,919
478,155,98,3,497.8,1493.4
479,155,75,2,54.82,109.64
480,155,7,2,494.45,988.9
481,155,54,2,459.5,919
482,155,24,2,124.22,248.44
483,156,41,1,129.84,129.84
484,156,86,2,306.93,613.86
485,156,41,2,129.84,259.68
486,156,54,1,459.5,459.5
487,156,26,5,422.35,2111.75
488,157,43,1,471.99,471.99
489,157,32,3,27.18,81.54
490,157,95,4,182.11,728.44
491,158,78,4,485.18,1940.72
492,159,99,4,300.02,1200.08
493,159,38,3,308.76,926.28
494,159,4,1,387.21,387.21
495,159,90,5,495.83,2479.15
496,159,37,4,344.56,1378.24
497,160,20,4,468.19,1872.76
498,161,17,1,208.38,208.38
499,162,10,5,355.47,1777.35
500,162,89,4,33.05,132.2
501,162,93,5,332.77,1663.85
502,162,22,2,132.73,265.46
503,163,87,1,499.61,499.61
504,163,81,5,190.81,954.05
505,163,32,3,27.18,81.54
506,164,26,3,422.35,1267.05
507,164,51,3,68.81,206.43
508,165,91,4,267.41,1069.64
509,165,8,4,119.39,477.56
510,165,13,3,205.95,617.85
511,165,18,5,147.41,737.05
512,165,36,4,256.3,1025.2
513,166,21,2,285.68,571.36
514,166,59,2,217.48,434.96
515,166,10,4,355.47,1421.88
516,167,90,3,495.83,1487.49
517,167,28,4,338.73,1354.92
518,167,29,3,201.64,604.92
519,167,2,1,365.81,365.81
520,167,100,4,304.07,1216.28
521,168,38,2,308.76,617.52
522,168,36,1,256.3,256.3
523,168,86,2,306.93,613.86
524,169,28,3,338.73,1016.19
525,169,4,1,387.21,387.21
526,170,32,4,27.18,108.72
527,170,49,3,48.28,144.84
528,170,13,3,205.95,617.85
529,171,14,1,444.98,444.98
530,171,1,1,349.63,349.63
531,171,27,4,199.62,798.48
532,172,57,2,129.78,259.56
533,172,93,1,332.77,332.77
534,172,31,3,5.09,15.27
535,172,42,2,495.44,990.88
536,173,66,1,484.65,484.65
537,174,35,4,362.46,1449.84
538,174,21,4,285.68,1142.72
539,174,95,1,182.11,182.11
540,175,14,4,444.98,1779.92
541,175,7,4,494.45,1977.8
542,175,60,1,285.16,285.16
543,175,14,4,444.98,1779.92
544,175,38,1,308.76,308.76
545,176,97,2,459.39,918.78
546,176,47,1,195.47,195.47
547,176,64,1,131.45,131.45
548,176,96,2,226.88,453.76
549,177,79,4,181.2,724.8
550,177,70,2,171.06,342.12
551,178,72,5,119.47,597.35
552,178,58,5,125.93,629.65
553,178,35,4,362.46,1449.84
554,179,34,3,348.91,1046.73
555,180,89,1,33.05,33.05
556,180,17,4,208.38,833.52
557,180,78,1,485.18,485.18
558,181,88,2,457.23,914.46
559,181,65,2,423.49,846.98
560,181,61,2,137.94,275.88
561,182,78,3,485.18,1455.54
562,182,65,2,423.49,846.98
563,183,65,3,423.49,1270.47
564,183,69,3,474.83,1424.49
565,184,88,4,457.23,1828.92
566,184,84,1,231.72,231.72
567,184,33,5,465.91,2329.55
568,184,76,5,369.33,1846.65
569,185,76,1,369.33,369.33
570,185,6,4,123.18,492.72
571,186,84,2,231.72,463.44
572,186,10,2,355.47,710.94
573,187,94,2,25.54,51.08
574,187,36,1,256.3,256.3
575,187,67,5,129.58,647.9
576,187,98,3,497.8,1493.4
577,188,74,2,113.45,226.9
578,188,96,4,226.88,907.52
579,188,9,1,475.18,475.18
580,189,40,3,295.42,886.26
581,190,16,5,165.55,827.75
582,191,56,1,262.46,262.46
583,192,2,2,365.81,731.62
584,192,31,5,5.09,25.45
585,193,83,2,248.56,497.12
586,193,90,4,495.83,1983.32
587,193,6,3,123.18,369.54
588,194,21,3,285.68,857.04
589,195,36,2,256.3,512.6
590,195,43,1,471.99,471.99
591,195,26,1,422.35,422.35
592,195,2,2,365.81,731.62
593,195,8,3,119.39,358.17
594,196,28,1,338.73,338.73
595,196,34,2,348.91,697.82
596,196,1,4,349.63,1398.52
597,196,97,1,459.39,459.39
598,197,90,2,495.83,991.66
599,197,10,2,355.47,710.94
600,198,10,5,355.47,1777.35
601,198,54,3,459.5,1378.5
602,198,33,3,465.91,1397.73
603,198,39,4,73.96,295.84
604,198,60,5,285.16,1425.8
605,199,25,5,219.41,1097.05
606,200,93,1,332.77,332.77
607,201,62,4,24.46,97.84
608,201,100,3,304.07,912.21
609,201,82,2,50.53,101.06
610,201,10,2,355.47,710.94
611,201,9,4,475.18,1900.72
612,202,93,3,332.77,998.31
613,202,43,5,471.99,2359.95
614,202,85,3,44.53,133.59
615,203,47,3,195.47,586.41
616,203,58,4,125.93,503.72
617,203,52,5,282.24,1411.2
618,203,4,4,387.21,1548.84
619,204,4,1,387.21,387.21
620,204,72,4,119.47,477.88
621,204,5,5,41.82,209.1
622,204,6,4,123.18,492.72
623,204,97,5,459.39,2296.95
624,205,59,5,217.48,1087.4
625,205,22,2,132.73,265.46
626,205,81,2,190.81,381.62
627,205,75,1,54.82,54.82
628,205,58,3,125.93,377.79
629,206,100,4,304.07,1216.28
630,206,33,2,465.91,931.82
631,206,100,5,304.07,1520.35
632,206,14,3,444.98,1334.94
633,206,19,3,153.82,461.46
634,207,3,5,222.37,1111.85
635,207,66,3,484.65,1453.95
636,208,62,3,24.46,73.38
637,208,20,2,468.19,936.38
638,208,9,2,475.18,950.36
639,209,18,1,147.41,147.41
640,209,45,5,60.95,304.75
641,209,7,1,494.45,494.45
642,209,24,5,124.22,621.1
643,210,94,2,25.54,51.08
644,210,53,2,485,970
645,211,61,5,137.94,689.7
646,212,29,3,201.64,604.92
647,212,23,3,374.08,1122.24
648,213,96,5,226.88,1134.4
649,213,26,5,422.35,2111.75
650,213,4,3,387.21,1161.63
651,213,2,2,365.81,731.62
652,214,51,1,68.81,68.81
653,214,15,4,271.65,1086.6
654,215,51,1,68.81,68.81
655,215,42,5,495.44,2477.2
656,215,66,4,484.65,1938.6
657,215,48,3,90.18,270.54
658,216,80,1,15.77,15.77
659,217,85,4,44.53,178.12
660,218,55,3,148.84,446.52
661,218,50,3,53.82,161.46
662,218,47,4,195.47,781.88
663,218,41,5,129.84,649.2
664,219,44,4,275.97,1103.88
665,220,51,1,68.81,68.81
666,220,32,3,27.18,81.54
667,220,100,2,304.07,608.14
668,220,30,3,79.6,238.8
669,220,87,4,499.61,1998.44
670,221,45,4,60.95,243.8
671,221,4,3,387.21,1161.63
672,221,13,4,205.95,823.8
673,222,49,1,48.28,48.28
674,222,42,1,495.44,495.44
675,222,99,5,300.02,1500.1
676,223,87,3,499.61,1498.83
677,223,12,3,458.36,1375.08
678,223,25,1,219.41,219.41
679,223,68,5,421.3,2106.5
680,223,35,2,362.46,724.92
681,224,25,4,219.41,877.64
682,224,16,3,165.55,496.65
683,224,40,2,295.42,590.84
684,225,26,3,422.35,1267.05
685,225,1,1,349.63,349.63
686,225,86,3,306.93,920.79
687,225,63,5,228.34,1141.7
688,226,44,2,275.97,551.94
689,226,9,4,475.18,1900.72
690,226,43,1,471.99,471.99
691,226,39,1,73.96,73.96
692,226,56,4,262.46,1049.84
693,227,75,3,54.82,164.46
694,228,40,1,295.42,295.42
695,228,51,3,68.81,206.43
696,229,9,2,475.18,950.36
697,229,30,2,79.6,159.2
698,229,54,1,459.5,459.5
699,229,34,5,348.91,1744.55
700,229,46,1,22.72,22.72
701,230,79,4,181.2,724.8
702,230,13,5,205.95,1029.75
703,231,82,5,50.53,252.65
704,231,77,5,338.32,1691.6
705,231,99,4,300.02,1200.08
706,231,36,4,256.3,1025.2
707,231,39,5,73.96,369.8
708,232,55,4,148.84,595.36
709,232,51,5,68.81,344.05
710,232,64,5,131.45,657.25
711,232,37,5,344.56,1722.8
712,232,34,1,348.91,348.91
713,233,55,1,148.84,148.84
714,233,81,2,190.81,381.62
715,234,14,1,444.98,444.98
716,234,48,1,90.18,90.18
717,234,3,4,222.37,889.48
718,234,20,1,468.19,468.19
719,234,78,2,485.18,970.36
720,235,50,5,53.82,269.1
721,235,70,5,171.06,855.3
722,235,2,3,365.81,1097.43
723,236,84,3,231.72,695.16
724,236,68,4,421.3,1685.2
725,237,74,2,113.45,226.9
726,238,77,1,338.32,338.32
727,238,67,5,129.58,647.9
728,238,28,1,338.73,338.73
729,238,61,5,137.94,689.7
730,238,85,5,44.53,222.65
731,239,58,4,125.93,503.72
732,239,98,5,497.8,2489
733,239,67,2,129.58,259.16
734,239,53,3,485,1455
735,240,54,3,459.5,1378.5
736,240,45,1,60.95,60.95
737,241,45,3,60.95,182.85
738,241,20,1,468.19,468.19
739,241,74,4,113.45,453.8
740,241,40,1,295.42,295.42
741,242,78,1,485.18,485.18
742,242,42,5,495.44,2477.2
743,242,100,4,304.07,1216.28
744,242,92,2,86.91,173.82
745,243,36,5,256.3,1281.5
746,244,98,1,497.8,497.8
747,245,95,2,182.11,364.22
748,245,62,2,24.46,48.92
749,246,57,2,129.78,259.56
750,247,61,2,137.94,275.88
751,247,94,5,25.54,127.7
752,247,62,3,24.46,73.38
753,247,54,4,459.5,1838
754,247,69,2,474.83,949.66
755,248,59,4,217.48,869.92
756,248,24,4,124.22,496.88
757,248,55,4,148.84,595.36
758,248,39,1,73.96,73.96
759,248,94,5,25.54,127.7
760,249,68,3,421.3,1263.9
761,249,31,2,5.09,10.18
762,249,73,4,445.17,1780.68
763,250,79,4,181.2,724.8
764,250,100,3,304.07,912.21
765,250,94,3,25.54,76.62
766,251,80,5,15.77,78.85
767,251,62,2,24.46,48.92
768,251,41,5,129.84,649.2
769,251,4,1,387.21,387.21
770,252,12,1,458.36,458.36
771,252,76,3,369.33,1107.99
772,252,91,4,267.41,1069.64
773,252,67,2,129.58,259.16
774,253,95,3,182.11,546.33
775,253,28,4,338.73,1354.92
776,254,85,2,44.53,89.06
777,254,56,3,262.46,787.38
778,255,13,5,205.95,1029.75
779,255,43,1,471.99,471.99
780,255,4,4,387.21,1548.84
781,255,23,4,374.08,1496.32
782,255,32,5,27.18,135.9
783,256,4,5,387.21,1936.05
784,256,67,1,129.58,129.58
785,257,52,3,282.24,846.72
786,257,36,5,256.3,1281.5
787,258,98,3,497.8,1493.4
788,258,63,3,228.34,685.02
789,258,98,4,497.8,1991.2
790,258,28,1,338.73,338.73
791,258,92,3,86.91,260.73
792,259,62,5,24.46,122.3
793,260,5,2,41.82,83.64
794,260,55,2,148.84,297.68
795,261,63,4,228.34,913.36
796,261,1,3,349.63,1048.89
797,261,97,4,459.39,1837.56
798,261,9,2,475.18,950.36
799,262,95,1,182.11,182.11
800,262,50,1,53.82,53.82
801,262,68,1,421.3,421.3
802,262,32,2,27.18,54.36
803,262,35,2,362.46,724.92
804,263,31,2,5.09,10.18
805,263,69,4,474.83,1899.32
806,264,95,2,182.11,364.22
807,264,21,1,285.68,285.68
808,265,15,4,271.65,1086.6
809,266,75,2,54.82,109.64
810,267,38,3,308.76,926.28
811,267,88,3,457.23,1371.69
812,267,12,1,458.36,458.36
813,267,44,1,275.97,275.97
814,267,11,2,40.17,80.34
815,268,58,3,125.93,377.79
816,269,13,1,205.95,205.95
817,269,79,5,181.2,906
818,269,28,2,338.73,677.46
819,269,69,3,474.83,1424.49
820,270,14,1,444.98,444.98
821,271,77,5,338.32,1691.6
822,271,15,5,271.65,1358.25
823,271,15,5,271.65,1358.25
824,271,78,2,485.18,970.36
825,271,5,4,41.82,167.28
826,272,89,1,33.05,33.05
827,273,83,5,248.56,1242.8
828,274,19,3,153.82,461.46
829,274,88,3,457.23,1371.69
830,274,36,2,256.3,512.6
831,275,78,2,485.18,970.36
832,275,62,5,24.46,122.3
833,276,97,4,459.39,1837.56
834,276,82,5,50.53,252.65
835,276,74,5,113.45,567.25
836,277,6,3,123.18,369.54
837,277,37,4,344.56,1378.24
838,277,41,3,129.84,389.52
839,277,6,2,123.18,246.36
840,277,20,3,468.19,1404.57
841,278,40,2,295.42,590.84
842,279,68,4,421.3,1685.2
843,280,52,1,282.24,282.24
844,281,12,4,458.36,1833.44
845,281,98,3,497.8,1493.4
846,281,71,5,228.07,1140.35
847,281,18,1,147.41,147.41
848,282,83,4,248.56,994.24
849,282,12,4,458.36,1833.44
850,282,98,1,497.8,497.8
851,282,62,2,24.46,48.92
852,283,97,3,459.39,1378.17
853,283,27,2,199.62,399.24
854,283,59,1,217.48,217.48
855,284,94,4,25.54,102.16
856,284,8,1,119.39,119.39
857,285,72,5,119.47,597.35
858,285,53,2,485,970
